zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,State,Zipcode,Latitude,Longitude,Broker Name,is zillow owned,Sold Date,Sold Price,Image URL,Detail URL,Search Page URL
991854,FOR_SALE,Multi-family home for sale,,200100,1700,118,,,1317,,,4,2,"1607 3rd Ave W, Birmingham, AL 35208",1607 3rd Ave W,Birmingham,AL,35208,33.504852,-86.86325,DCC Equal Financial LLC,FALSE,,,https://photos.zillowstatic.com/fp/35fa1156774a2513fc608cc015b1dc33-p_e.jpg,https://www.zillow.com/homedetails/1607-3rd-Ave-W-Birmingham-AL-35208/991854_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
951746,FOR_SALE,Multi-family home for sale,,215000,2310,93,,,,,,5,3,"510 79th St S, Birmingham, AL 35206",510 79th St S,Birmingham,AL,35206,33.561108,-86.719154,Keller Williams Metro North,FALSE,,,https://photos.zillowstatic.com/fp/1da1df7a09874ad3ebcc20391d6682cb-p_e.jpg,https://www.zillow.com/homedetails/510-79th-St-S-Birmingham-AL-35206/951746_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
949221,FOR_SALE,Multi-family home for sale,,59900,1554,39,,,1174,,,3,2,"8530 2nd Ave N, Birmingham, AL 35206",8530 2nd Ave N,Birmingham,AL,35206,33.57635,-86.72094,Sell Your Home Services,FALSE,,,https://photos.zillowstatic.com/fp/3d6ee025af3823ebfd3315af46830220-p_e.jpg,https://www.zillow.com/homedetails/8530-2nd-Ave-N-Birmingham-AL-35206/949221_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
1006345,FOR_SALE,House for sale,,169900,1495,114,164500,110,1153,,sqft,3,2,"1229 18th St SW, Birmingham, AL 35211",1229 18th St SW,Birmingham,AL,35211,33.477543,-86.86484,Alabama Realty Brokers III,FALSE,,,https://photos.zillowstatic.com/fp/cdae00599e31551a0854cc24fa781812-p_e.jpg,https://www.zillow.com/homedetails/1229-18th-St-SW-Birmingham-AL-35211/1006345_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
944321,FOR_SALE,House for sale,,199900,2069,97,,,,0.45,acres,5,2,"8915 Roebuck Blvd, Birmingham, AL 35206",8915 Roebuck Blvd,Birmingham,AL,35206,33.581573,-86.710815,ARC Realty - Homewood,FALSE,,,https://photos.zillowstatic.com/fp/14950f8088304018f32d8c9231d52ebc-p_e.jpg,https://www.zillow.com/homedetails/8915-Roebuck-Blvd-Birmingham-AL-35206/944321_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
898255,FOR_SALE,House for sale,,139000,2190,63,,,,0.35,acres,4,2,"100 Nekoma Dr, Birmingham, AL 35215",100 Nekoma Dr,Birmingham,AL,35215,33.616104,-86.69036,Keller Williams Realty Hoover,FALSE,,,https://photos.zillowstatic.com/fp/339558d49921c489dfdf3e75f308e9d6-p_e.jpg,https://www.zillow.com/homedetails/100-Nekoma-Dr-Birmingham-AL-35215/898255_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
903996,FOR_SALE,Foreclosure,,231100,2352,98,,,,0.32,acres,3,2,"928 Dunridge Dr, Birmingham, AL 35215",928 Dunridge Dr,Birmingham,AL,35215,33.627487,-86.71986,RE/MAX Realty Brokers,FALSE,,,https://photos.zillowstatic.com/fp/ee51917f5fdd58fa29f91bfec50e6c87-p_e.jpg,https://www.zillow.com/homedetails/928-Dunridge-Dr-Birmingham-AL-35215/903996_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
1000958,FOR_SALE,House for sale,,25000,1734,14,,,1182,0.32,acres,3,1,"1257 16th St SW, Birmingham, AL 35211",1257 16th St SW,Birmingham,AL,35211,33.48178,-86.85283,Sell Your Home Services,FALSE,,,https://photos.zillowstatic.com/fp/86981731eef8d80008465fe7cdde21c7-p_e.jpg,https://www.zillow.com/homedetails/1257-16th-St-SW-Birmingham-AL-35211/1000958_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
905931,FOR_SALE,Coming soon,,225000,1789,126,,,,0.4,acres,3,2,"312 Orchid Rd, Birmingham, AL 35215",312 Orchid Rd,Birmingham,AL,35215,33.614994,-86.701706,RealtySouth-Homewood,FALSE,,,https://photos.zillowstatic.com/fp/0c24d6bab08a8a1f4f76fe09451e142a-p_e.jpg,https://www.zillow.com/homedetails/312-Orchid-Rd-Birmingham-AL-35215/905931_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
904069,FOR_SALE,House for sale,,225000,1584,142,221800,140,1359,0.28,acres,3,2,"821 Seven Springs Dr, Birmingham, AL 35215",821 Seven Springs Dr,Birmingham,AL,35215,33.624653,-86.713684,Keller Williams Realty Vestavia,FALSE,,,https://photos.zillowstatic.com/fp/8f90a7e08701482ccaad051c5587cd7a-p_e.jpg,https://www.zillow.com/homedetails/821-Seven-Springs-Dr-Birmingham-AL-35215/904069_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
949629,FOR_SALE,House for sale,,139900,1856,75,,,1342,6534,sqft,4,2,"100 80th St S, Birmingham, AL 35206",100 80th St S,Birmingham,AL,35206,33.564617,-86.723495,Real Broker LLC,FALSE,,,https://photos.zillowstatic.com/fp/e741d8fb5aa3fc1f6196d5d217101f1d-p_e.jpg,https://www.zillow.com/homedetails/100-80th-St-S-Birmingham-AL-35206/949629_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
950520,FOR_SALE,House for sale,,245000,3256,75,,,2138,0.59,acres,4,3,"557 Rutherford Cir, Birmingham, AL 35206",557 Rutherford Cir,Birmingham,AL,35206,33.57309,-86.702446,List With Freedom,FALSE,,,https://photos.zillowstatic.com/fp/8ecb8d2f794c4a71a2946deeb58a6090-p_e.jpg,https://www.zillow.com/homedetails/557-Rutherford-Cir-Birmingham-AL-35206/950520_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
949521,FOR_SALE,House for sale,,69900,1096,64,,,1018,8712,sqft,2,2,"8035 4th Ave S, Birmingham, AL 35206",8035 4th Ave S,Birmingham,AL,35206,33.564304,-86.71907,EXIT Justice Realty - Gardenda,FALSE,,,https://photos.zillowstatic.com/fp/6082732cbe90e1f470d1bd7540d8c022-p_e.jpg,https://www.zillow.com/homedetails/8035-4th-Ave-S-Birmingham-AL-35206/949521_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
992811,FOR_SALE,House for sale,,125000,2163,58,120600,56,1699,7840.8,sqft,4,2,"2821 23rd St W, Birmingham, AL 35208",2821 23rd St W,Birmingham,AL,35208,33.505993,-86.869125,Keller Williams Realty Vestavia,FALSE,,,https://photos.zillowstatic.com/fp/0f5ced0441bab5671443e9d157e2fd6a-p_e.jpg,https://www.zillow.com/homedetails/2821-23rd-St-W-Birmingham-AL-35208/992811_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
1022318,FOR_SALE,House for sale,,99900,1813,55,,,1564,0.25,acres,3,3,"925 Valley Road Pl, Birmingham, AL 35208",925 Valley Road Pl,Birmingham,AL,35208,33.49256,-86.90252,EliteEstate Realty,FALSE,,,https://photos.zillowstatic.com/fp/12acea8887fd0a5aa378457fb280d83e-p_e.jpg,https://www.zillow.com/homedetails/925-Valley-Road-Pl-Birmingham-AL-35208/1022318_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
942920,FOR_SALE,House for sale,,77900,1548,50,,,,7840.8,sqft,3,1,"512 1st St N, Birmingham, AL 35204",512 1st St N,Birmingham,AL,35204,33.511852,-86.834946,Keller Williams Realty Hoover,FALSE,,,https://photos.zillowstatic.com/fp/629f41a862b20127a61c43622a0794e6-p_e.jpg,https://www.zillow.com/homedetails/512-1st-St-N-Birmingham-AL-35204/942920_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
939967,FOR_SALE,House for sale,,110000,1509,73,,,1446,4356,sqft,4,2,"1701 Avenue I, Birmingham, AL 35218",1701 Avenue I,Birmingham,AL,35218,33.51237,-86.89123,EXIT Realty Birmingham,FALSE,,,https://photos.zillowstatic.com/fp/60f9967ba93644f319659f30135a9e08-p_e.jpg,https://www.zillow.com/homedetails/1701-Avenue-I-Birmingham-AL-35218/939967_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
941898,FOR_SALE,Multi-family home for sale,,75000,2048,37,,,,,,4,4,"921 4th Ct W, Birmingham, AL 35204",921 4th Ct W,Birmingham,AL,35204,33.507122,-86.85193,Beycome Brokerage Realty,FALSE,,,https://photos.zillowstatic.com/fp/9e28648b8653aa0b4924f4c8b3c368ea-p_e.jpg,https://www.zillow.com/homedetails/921-4th-Ct-W-Birmingham-AL-35204/941898_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
995815,FOR_SALE,House for sale,,159000,2627,61,152300,58,1388,6969.6,sqft,3,3,"1511 43rd St, Birmingham, AL 35208",1511 43rd St,Birmingham,AL,35208,33.490116,-86.89095,Semaan Realty,FALSE,,,https://photos.zillowstatic.com/fp/e68a5b8ed34a7f217cf27f7385380414-p_e.jpg,https://www.zillow.com/homedetails/1511-43rd-St-Birmingham-AL-35208/995815_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
949708,FOR_SALE,House for sale,,185000,1560,119,,,,0.47,acres,3,2,"8408 6th Ave S, Birmingham, AL 35206",8408 6th Ave S,Birmingham,AL,35206,33.56938,-86.71314,ARC Realty Cahaba Heights,FALSE,,,https://photos.zillowstatic.com/fp/4506380e8e96a8a5b833dd9873fb09e5-p_e.jpg,https://www.zillow.com/homedetails/8408-6th-Ave-S-Birmingham-AL-35206/949708_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
80742720,FOR_SALE,Condo for sale,,239000,1470,163,,,,,sqft,3,2,"1100 Beacon Pkwy E UNIT V-104, Birmingham, AL 35209",1100 Beacon Pkwy E UNIT V-104,Birmingham,AL,35209,33.48031,-86.815544,B & B Realty Group,FALSE,,,https://photos.zillowstatic.com/fp/36e100686cb60325ce222c23bae72b48-p_e.jpg,https://www.zillow.com/homedetails/1100-Beacon-Pkwy-E-UNIT-V-104-Birmingham-AL-35209/80742720_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
948765,FOR_SALE,House for sale,,199000,2409,83,,,,0.8,acres,3,2,"408 Valley Rd, Birmingham, AL 35206",408 Valley Rd,Birmingham,AL,35206,33.576183,-86.70948,Ray & Poynor Properties,FALSE,,,https://photos.zillowstatic.com/fp/f61b0db9dc6e8f01b681ca86eb7fc8f5-p_e.jpg,https://www.zillow.com/homedetails/408-Valley-Rd-Birmingham-AL-35206/948765_zpid/,https://www.zillow.com/birmingham-al/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.74435876148481%2C%22south%22%3A33.297854325080785%2C%22east%22%3A-86.51905065625%2C%22west%22%3A-87.17823034375%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22price%22%3A%7B%22max%22%3A250000%7D%2C%22mp%22%3A%7B%22max%22%3A1263%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A10417%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22category%22%3A%22cat1%22%2C%22listPriceActive%22%3Atrue%2C%22mapZoom%22%3A11%2C%22usersSearchTerm%22%3A%22Birmingham%20AL%22%7D
